state,facility_name,facility_type,street_address,city,county,zip
Massachusetts,Mayflower SNF,Skilled Nursing Facility,579 Buck Island Road,West Yarmouth,Barnstable,02673
Massachusetts,Mill Hill Residence (Vara),Assisted Living Facility,164 MA 28,West Yarmouth,Barnstable,02673
Massachusetts,Norumbega Point,Assisted Living Facility,99 Norumbega Rd.,Weston,Middlesex,02493
Michigan,Autumnwood of McBain,Skilled Nursing Facility,220 Hughston St.,McBain,Missaukee,49657
Michigan,Brittany Manor,Skilled Nursing Facility,3615 East Ashman Street,Midland,Midland,48642
Michigan,Carson City,Skilled Nursing Facility,620 N. Second Street,Carson City,Montcalm,48811
Michigan,Chene,Skilled Nursing Facility,2295 East Vernor Highway,Detroit,Wayne,48207
Michigan,Christian Park H.C.C.,Skilled Nursing Facility,2415 Fifth Avenue South,Escanaba,Delta,49829
Michigan,Christian Park Village,Skilled Nursing Facility,2525 Seventh Avenue South,Escanaba,Delta,49829
Michigan,Coldwater,Skilled Nursing Facility,90 North Michigan Avenue,Coldwater,Branch,49036
Michigan,Courtney Manor,Skilled Nursing Facility,1167 Eas Hopson St.,Bad Axe,Huron,48413
Michigan,Ely Manor,Skilled Nursing Facility,1200 Ely St,Allegan,Allegan,49010
Michigan,Fremont (Transitional Health),Skilled Nursing Facility,4554 West 48th Street,Fremont,Newaygo,49412
Michigan,Fulton,Skilled Nursing Facility,4735 Ranger Road,Perrinton,Gratiot,48871
Michigan,Galesburg,Skilled Nursing Facility,1080 North 35th Street,Galesburg,Kalamazoo,49053
Michigan,Hartford,Skilled Nursing Facility,6700 Outer Drive,Detroit,Wayne,48235
Michigan,Hickory,Skilled Nursing Facility,951 Hickory Creek Blvd.,Temperance,Monroe,48182
Michigan,Hudsonville,Skilled Nursing Facility,3650 Van Buren Road,Hudsonville,Ottawa,49426
Michigan,Kent,Skilled Nursing Facility,350 North Center Street,Lowell,Kent,49331
Michigan,Kith Haven,Skilled Nursing Facility,G-1069 Ballenger Highway,Flint,Genesee,48504
Michigan,Manor of Farmington,Skilled Nursing Facility,21017 Middlebelt Rd.,Farmington Hills,Oakland,48336
Michigan,Manor of Novi,Skilled Nursing Facility,24500 Meadowbrook,Novi,Oakland,48375
Michigan,Maplewood of Sandy Creek,Assisted Living Facility,425 East Elm Street,Wayland,Allegan,49348
Michigan,Mt. Pleasant,Skilled Nursing Facility,400 South Crapo Street,Mt. Pleasant,Isabella,48858
Michigan,Ovid Healthcare,Skilled Nursing Facility,9480 E M-21,Ovid,Clinton,48866
Michigan,Regency at Bluffs Park,Skilled Nursing Facility,355 Huronview Blvd.,Ann Arbor,Washtenaw,48103
Michigan,Regency at Lansing West,Skilled Nursing Facility,12200 Broadbent Road,Lansing,Clinton,48917
Michigan,Regency at Waterford,Skilled Nursing Facility,1901 N Telegraph Road,Waterford,Oakland,48328
Michigan,Regency at Whitmore Lake,Skilled Nursing Facility,8633 Main St.,Whitmore Lake,Washtenaw,48189
Michigan,Regency Heights Detroit,Skilled Nursing Facility,19100 West Seven Mile Rd.,Detroit,Wayne,48219
Michigan,Royalton,Skilled Nursing Facility,288 Peace Blvd.,St. Joseph,Berrien,49085
Michigan,Sandy Creek,Skilled Nursing Facility,425 East Elm Street,Wayland,Allegan,49348
Michigan,Troy,Skilled Nursing Facility,2785 W. Maple Road,Troy,Oakland,48084
Michigan,West Bloomfield (Notting Hill),Skilled Nursing Facility,6535 Drake Rd.,West Bloomfield,Oakland,48322
Michigan,Willowbrook,Skilled Nursing Facility,4436 Beecher Road,Flint,Genesee,48532
Michigan,Auburn Hills,Assisted Living Facility,3151 Walton Boulevard,Auburn Hills,Oakland,48326
Michigan,Allegra,Skilled Nursing Facility,434 W North Street,Jackson,Jackson,49202
Michigan,Aria,Skilled Nursing Facility,707 Armstrong Road,Lansing,Ingham,48911
Minnesota,North Ridge ALF,Assisted Living Facility,5500 Boone Avenue North,New Hope,Hennepin,55428
Minnesota,North Ridge Apts,Independent Living Facility,5500 Boone Avenue North,New Hope,Hennepin,55428
Minnesota,North Ridge CC,Skilled Nursing Facility,5430 Boone Avenue North,New Hope,Hennepin,55428
Mississippi,Columbia,Skilled Nursing Facility,1506 North Main Street,Columbia,Marion,39429
Mississippi,Cornerstone,Skilled Nursing Facility,302 Alcorn Drive,Corinth,Alcorn,38834
Mississippi,Courtyard,Skilled Nursing Facility,501 S. Locust Street,McComb,Pike,39648-4336
Mississippi,Crystal,Skilled Nursing Facility,902 John Pittman Drive,Greenwood,Leflore,38930
Mississippi,Delta,Skilled Nursing Facility,200 Martin Luther King Drive,Cleveland,Bolivar,38732
Mississippi,Great Oaks,Skilled Nursing Facility,111 Chase Street,Byhalia,Marshall,38611
Mississippi,Grenada,Skilled Nursing Facility,1966 Hill Drive,Grenada,Grenada,38901
Mississippi,Hilltop Manor,Skilled Nursing Facility,101 Kirkland Street,Union,Neshoba,39365-3205
Mississippi,Holly Springs,Skilled Nursing Facility,1315 Highway 4 East,Holly Springs,Marshall,38635
Mississippi,Indianola,Skilled Nursing Facility,401 US Highway 82 West,Indianola,Sunflower,38751
Mississippi,Natchez,Skilled Nursing Facility,344 Arlington Avenue,Natchez,Adams,39120
Mississippi,Oaks,Skilled Nursing Facility,3716 Highway 39 North,Meridian,Lauderdale,39301-1013
Mississippi,Picayune,Skilled Nursing Facility,1620 Read Road,Picayune,Pearl River,39466
Mississippi,Starkville Manor,Skilled Nursing Facility,1001 Hospital Road,Starkville,Oktibbeha,39759-2125
Mississippi,The Bluffs,Skilled Nursing Facility,2850 Porters Chapel Road,Vicksburg,Warren,39180
Mississippi,West Point Community Living Center,Skilled Nursing Facility,2056 North Eshman Avenue,West Point,Clay,39773
Mississippi,Woodlands,Skilled Nursing Facility,102 Woodchase Park Drive,Clinton,Hinds,39056
Mississippi,Yazoo City,Skilled Nursing Facility,925 Calhoun Avenue,Yazoo City,Yazoo,39194
Mississippi,Grand Trace (Glenburney),Skilled Nursing Facility,555 John R. Junkin Drive,Natchez,Adams,39120-4709
Mississippi,Middleton Oaks (Winona),Skilled Nursing Facility,627 Middleton Road,Winona,Montgomery,38967-2021
Missouri,Grandview Healthcare Center,Skilled Nursing Facility,201 Grand Avenue,Washington,Franklin,63090
Montana,Hot Springs,Skilled Nursing Facility,600 First Avenue North,Hot Springs,Sanders,59845
Montana,Polson,Skilled Nursing Facility,9 14th Avenue West,Polson,Lake,59860
Nebraska,North Platte,Skilled Nursing Facility,2900 West E Street,North Platte,Lincoln,69101
Nebraska,Kenesaw (Haven Home),Skilled Nursing Facility,100 West Elm Street,Kenesaw,Adams,68956
Nebraska,Pierce,Skilled Nursing Facility,515 East Main Street,Pierce,Pierce,68767
Nevada,Desert Hope,Behaviorial Health - SUD,3441 South Eastern Avenue,Las Vegas,Clark,89169
Nevada,Desert Lane Care Center,Skilled Nursing Facility,660 Martin L King Boulevard,Las Vegas,Clark,89106
Nevada,Gardnerville,Skilled Nursing Facility,1573 Muller Parkway,Gardnerville,Douglas,89410
Nevada,Horizon Specialty Hospital,Specialty Hospital,640 Martin L King Boulevard,Las Vegas,Clark,89106
Nevada,Horizon Specialty Hospital of Henderson,Long Term Acute Care Hospital,8550 South Eastern Avenue,Henderson,Clark,89123
Nevada,Las Vegas,Traumatic Brain Injury,7690 Carmen Boulevard,Las Vegas,Clark,89128
Nevada,Mountain View,Skilled Nursing Facility,201 Koontz Lane,Carson City,Carson City,89701
Nevada,North Las Vegas Care Center,Skilled Nursing Facility,3215 East Cheyenne Ave.,North Las Vegas,Clark,89030
Nevada,Resolutions Las Vegas,Behaviorial Health - SUD,1000 North Main Street,Las Vegas,Clark,89101
New Hampshire,(Oceanside) Seacoast,Skilled Nursing Facility,22 Tuck Road,Hampton,Rockingham,03842
New Hampshire,Elmwood (Claremont),Skilled Nursing Facility,"RFD 3 Box 47, Highway 120 North",Hanover,Sullivan,03743
New Hampshire,Partridge House,Assisted Living Facility,777 (779 per Tax Assessor) Lafayette Road (22 Tuck Rd),Hampton,Rockingham,03842
New Jersey,Hillsborough,Assisted Living Facility,600 Auten Road,Hillsborough Township,Somerset,08844
New Jersey,Princeton,Assisted Living Facility,1 Hospital Drive,Plainsboro Township,Middlesex,08536
New Mexico,Bloomfield,Skilled Nursing Facility,803 Hacienda Lane,Bloomfield,San Juan,87413
New Mexico,Casa Real,Skilled Nursing Facility,1650 Galisteo Street,Santa Fe,Santa Fe,87505
New Mexico,Clayton,Skilled Nursing Facility,419 Harding Street,Clayton,Union,88415
New Mexico,Red Rocks,Skilled Nursing Facility,3720 Church Rock Street,Gallup,McKinley,87301
New Mexico,Silver City,Skilled Nursing Facility,3514 Fowler Avenue,Silver City,Grant,88061
New Mexico,Albuquerque Heights,Skilled Nursing Facility,103 Hospital Loop NE,Albuquerque,Bernalillo,87109
New Mexico,Canyon Transitional Rehab,Skilled Nursing Facility,10101 Lagrima De Oro N.E.,Albuquerque,Bernalillo,87111
New York,Maplewood 2nd Avenue,Assisted Living Facility,1802-1810 2nd Avenue,New York,Bronx,10128
North Carolina,Abbotts Creek,Skilled Nursing Facility,877 Hill Everhart Road,Lexington,Davidson,27295
North Carolina,Alexandria Place (Gastonia),Skilled Nursing Facility,1770 Oak Hollow Road,Gastonia,Gaston,28054
North Carolina,Alston Brook (Davidson),Skilled Nursing Facility,4748 Old Salisbury Rd,Lexington,Davidson,27295
North Carolina,Autumn Care of Biscoe,Skilled Nursing Facility,401 Lambert Road,Biscoe,Montgomery,27209
North Carolina,Autumn Care of Cornelius,Skilled Nursing Facility,19530 Mt. Zion Parkway,Cornelius,Cumberland,28031
North Carolina,Autumn Care of Drexel,Skilled Nursing Facility,307 Oakland Avenue,Drexel,Burke,28619
North Carolina,Autumn Care of Fayetteville,Skilled Nursing Facility,1401 71st School Road,Fayetteville,Cumberland,28314
North Carolina,Autumn Care of Marion,Skilled Nursing Facility,1264 Airport Road,Marion,McDowell,28752
North Carolina,Autumn Care of Marshville,Skilled Nursing Facility,311 W. Phifer Street,Marshville,Union,28103
North Carolina,Autumn Care of Myrtle Grove,Skilled Nursing Facility,5725 Carolina Beach Road,Wilmington,New Hanover,28412
North Carolina,Autumn Care of Nash,Skilled Nursing Facility,1210 Eastern Avenue,Nashville,Nash,27856
North Carolina,Autumn Care of Raeford,Skilled Nursing Facility,1206 N. Fulton Street,Raeford,Hoke,28376
North Carolina,Autumn Care of Salisbury,Skilled Nursing Facility,1505 Bringle Ferry Road,Salisbury,Rowan,28145
North Carolina,Autumn Care of Saluda,Skilled Nursing Facility,501 Esseola Drive,Saluda,Polk,28773
North Carolina,Autumn Care of Shallotte,Skilled Nursing Facility,237 Mulberry Street,Shallotte,Brunswick,28470
North Carolina,Autumn Care of Waynesville,Skilled Nursing Facility,360 Old Balsam Road,Waynesville,Haywood,28786
North Carolina,Brightmoor (Piedmont),Skilled Nursing Facility,610 W Fisher St,Salisbury,Rowan,28144
North Carolina,Brunswick,Skilled Nursing Facility,9600 No 5 School Road,Ash,Columbus,28420
North Carolina,Carrington Place (Matthews),Skilled Nursing Facility,600 Fullwood Lane,Matthews,Mecklenburg,28105
North Carolina,Chatham,Skilled Nursing Facility,72 Chatham Business Drive,Pittsboro,Chatham,27312
North Carolina,Davie Health & Rehab (Mocksville New Build),Skilled Nursing Facility,498 Madison Road,Mocksville,Davie,27028
North Carolina,Emerald Ridge,Skilled Nursing Facility,25 Reynolds Mountain Boulevard,Woodfin,Buncombe,28804
North Carolina,Forest Glen,Skilled Nursing Facility,1101 Hartwell Street,Garner,Wake,27529
North Carolina,Forrest Oakes,Skilled Nursing Facility,620 Heathwood Drive,Albemarle,Stanly,28001-8604
North Carolina,Green Tree Ridge,Skilled Nursing Facility,70 Sweeten Creek Road,Asheville,Buncombe,28803
North Carolina,Kannapolis,Skilled Nursing Facility,1810 Concord Lake Road,Kannapolis,Cabarrus,28083-6434
North Carolina,Lotus Village (Allegheny),Skilled Nursing Facility,179 Combs Street,Sparta,Alleghany,28675
North Carolina,Mount Olive Healthcare,Skilled Nursing Facility,228 Smith Chapel Road,Mount Olive,Wayne,28365
North Carolina,Oak Grove,Skilled Nursing Facility,518 Old US Highway 221,Rutherfordton,Rutherford,28139-8670
North Carolina,Old Knox Commons (Lakeside),Skilled Nursing Facility,13825 Hunton Lane,Huntersville,Mecklenburg,28078
North Carolina,Ranson Ridge,Assisted Living Facility,13910 Hunton Lane,Huntersville,Mecklenburg,28078
North Carolina,Salisbury,Skilled Nursing Facility,215 Lash Drive,Salisbury,Rowan,28147
North Carolina,Siler City Healthcare,Skilled Nursing Facility,"900 West Dolphin Street, P.O. Box 789",Siler City,Chatham,27344
North Carolina,Triad (Meridian),Skilled Nursing Facility,707 N. Elm Street,Highpoint,Guilford,27262
North Carolina,Valley View,Skilled Nursing Facility,551 Kent Street,Andrews,Cherokee,28901-8088
North Carolina,Walnut Cove,Skilled Nursing Facility,511 Windmill Street,Walnut Cove,Stokes,27052
North Carolina,Warsaw Health & Rehab Center,Skilled Nursing Facility,214 Lanefield Road,Warsaw,Duplin,28398
North Carolina,Wellington,Skilled Nursing Facility,1000 Tandal Place,Knightdale,Wake,27545
North Carolina,Westwood,Skilled Nursing Facility,625 Ashland Street,Archdale,Randolph,27263-2943
North Carolina,Willowbrook,Skilled Nursing Facility,333 East Lee Avenue,Yadkinville,Yadkin,27055-8132
North Carolina,Wilora Lake,Skilled Nursing Facility,6001 Wilora Lake Road,Charlotte,Mecklenburg,28212-2833
North Carolina,Pembroke,Skilled Nursing Facility,310 East Wardell Drive,Pembroke,Robeson,28372
North Carolina,Biltmore Haven (Oaks Sweeten),Skilled Nursing Facility,3864 Sweeten Creek Road,Arden,Buncombe,28704
North Carolina,Hibriten Mountain (Gateway),Skilled Nursing Facility,2030 Harper Avenue,Lenoir,Caldwell,28645
North Carolina,Highfield (Cary),Skilled Nursing Facility,6590 Tryon Road,Cary,Wake,27518-7052
Ohio,Best Care Nursing & Rehab Center,Skilled Nursing Facility,2159 Dogwood Ridge,Wheelersburg,Scioto,45694
Ohio,Bradford Place,Skilled Nursing Facility,1302 Millville Avenue,Hamilton,Butler,45013
Ohio,Carillon (fka Dunbar),Skilled Nursing Facility,320 Albany Street,Dayton,Montgomery,45417
Ohio,Crawford Manor,Skilled Nursing Facility,1802 Crawford Road,Cleveland,Cuyahoga,44106
Ohio,Cuyahoga Falls,Assisted Living Facility,190 W. Bath Road,Cuyahoga Falls,Summit,44223
Ohio,Defiance,Skilled Nursing Facility,1701 South Jefferson Avenue,Defiance,Defiance,43512
Ohio,Eagle Creek,Skilled Nursing Facility,141 Spruce Lane,West Union,Adams,45693
Ohio,Forest Hills,Skilled Nursing Facility,8700 Moran Road,Cincinnati,Hamilton,45244
Ohio,Gahanna,Skilled Nursing Facility,5151 North Hamilton Road,Columbus,Garner,43230
Ohio,Heather SNF,Skilled Nursing Facility,12460 Bass Lake Road,Chardon,Geauga,44024
Ohio,Hillsboro,Skilled Nursing Facility,175 Chillicothe Avenue,Hillsboro,Highland,45133
Ohio,Huber Heights,Skilled Nursing Facility,5440 Charlesgate Road,Huber Heights,Montgomery,45424
Ohio,Ivy Woods Manor,Skilled Nursing Facility,2025 Wyoming Avenue,Cincinnati,Hamilton,45205
Ohio,Kenwood Terrace,Skilled Nursing Facility,7450 Keller Road,Cincinnati,Hamilton,45243
Ohio,Liberty (Heather Hill),Assisted Living Facility,12350 Bass Lake Road,Chardon,Geauga,44024
Ohio,Madeira Health,Skilled Nursing Facility,6940 Stiegler Lane,Madeira,Hamilton,45243
Ohio,Massillon,Skilled Nursing Facility,2000 Sherman Circle NE,Massillon,Stark,44646
Ohio,Mt. Vernon,Skilled Nursing Facility,13 Avalon Road,Mt. Vernon,Knox,43050
Ohio,New London,Skilled Nursing Facility,204 West Main Street,New London,Huron,44851
Ohio,Norworth,Skilled Nursing Facility,6830 North High Street,Worthington,Franklin,43085
Ohio,Patrician/Diplomate,Skilled Nursing Facility,9001 West 130th Street,North Royalton,Cuyahoga,44133
Ohio,Pleasant Ridge,Skilled Nursing Facility,5501 Verulam Avenue,Cincinnati,Hamilton,45213
Ohio,Siena Woods,Skilled Nursing Facility,6125 North Main Street,Dayton,Montgomery,45415
Ohio,Southbrook,Skilled Nursing Facility,2299 S Yellow Springs Street,Springfield,Clark,45506
Ohio,Springfield (Allen View),Skilled Nursing Facility,2615 Derr Road,Springfield,Clark,45503
Ohio,Springfield SUD,Behaviorial Health - SUD,2317 E. Home Road,Springfield,Clark,45503
Ohio,Steubenville,Skilled Nursing Facility,500 Stanton Boulevard,Steubenville,Jefferson,43952
Ohio,Sunrise Vista (Canton),Behaviorial Health - Psych,1223 North Market Street,Canton,Stark,44714
Ohio,The Willows/Indian Hills,Skilled Nursing Facility,1500 East 191st Street,Euclid,Cuyahoga,44117
Ohio,Twinsburg,Assisted Living Facility,2463 Sussex Boulevard,Twinsburg,Summit,44087
Ohio,University Manor,Skilled Nursing Facility,2186 Ambleside Drive,Cleveland,Cuyahoga,44106
Ohio,Walden,Skilled Nursing Facility,5700 Karl Road,Columbus,Franklin,43229
Ohio,West Carrollton,Skilled Nursing Facility,115 Elmwood Circle,West Carrollton,Montgomery,45449
Ohio,West Columbus,Skilled Nursing Facility,441 Norton Road,Columbus,Franklin,43228
Ohio,Wexford Care Center,Skilled Nursing Facility,3889 East Galbraith Road,Cincinnati,Hamilton,45236
Ohio,Wexford Place,Skilled Nursing Facility,3875 East Galbraith Road,Cincinnati,Hamilton,45236
Ohio,Worthington,Skilled Nursing Facility,1030 High Street,Worthington,Franklin,43085
Ohio,Evergreen Manor,Skilled Nursing Facility,924 Charlies Way,Montpelier,Williams,43543
Ohio,St. Mary's (Grande Lake),Skilled Nursing Facility,1209 Indiana Avenue,St. Mary's,Auglaize,45885
Oklahoma,Ponca City Nursing Home,Skilled Nursing Facility,1400 N. Waverly St.,Ponca City,Kay,74602
Oklahoma,Shawnee Colonial Estates Nursing Home,Skilled Nursing Facility,535 W. Federal St.,Shawnee,Pottawatomie,74801
Oklahoma,Westhaven Nursing Home,Skilled Nursing Facility,1215 S. Western Rd.,Stillwater,Payne,74074
Oregon,Aspen Ridge,Assisted Living Facility,1025 NE Purcell Boulevard,Bend,Deschutes,97701
Oregon,Cascade Valley (Oregon Freewater),Assisted Living Facility,1010 NE Third,Milton Freewater,Umatilla,97862
Oregon,Evergreen Oregon (LaGrande),Skilled Nursing Facility,91 Aries Lane,La Grande,Union,97850
Oregon,Menlo Park,Skilled Nursing Facility,745 NE 122 Avenue,Portland,Multnomah,97230
Oregon,Milton Freewater,Skilled Nursing Facility,120 Elzora Street,Milton Freewater,Umatilla,97862
Oregon,Newberg,Assisted Living Facility,3802 Hayes Street,Newberg,Yamhill,97132
Oregon,Redmond,Assisted Living Facility,1620/1622 SW Quartz Avenue,Redmond,Deschutes,97756
Oregon,Regent Court,Assisted Living Facility,400 NW Elks Drive,Corvallis,Benton,97330
Oregon,River Valley Tualatin,Assisted Living Facility,19200 SW 65th Avenue,Tualatin,Clackamas,97062
Oregon,Rose Valley Cottages,Independent Living Facility,33800 SE Frederick Street,Scapoose,Columbia,97056
Oregon,Rose Valley Scappoose,Assisted Living Facility,33800 SE Frederick Street,Scapoose,Columbia,97056
Oregon,Roseburg,Assisted Living Facility,3400 NW Edenbower Boulevard,Roseburg,Douglas,97470
Oregon,The Dalles,Skilled Nursing Facility,1023 West 25th,The Dalles,Wasco,97058
Oregon,Heron Pointe,Assisted Living Facility,504 Gwinn Street E,Monmouth,Polk,97361
Pennsylvania,Ambler,Skilled Nursing Facility,32 South Bethlehem Pike,Ambler,Montgomery,19002
Pennsylvania,Amity Village,Independent Living Facility,1000 Stacie Drive,Hazleton,Luzerne,18201
Pennsylvania,Baldwin Health Center,Skilled Nursing Facility,1717 Skyline Drive,Pittsburgh,Allegheny,15227
Pennsylvania,Blue Bell,Assisted Living Facility,795 Penllyn Blue Bell Pike,Blue Bell,Montgomery,19422
Pennsylvania,Broad Mountain,Skilled Nursing Facility,500 W Laurel St,Frackville,Schuylkill,17931
Pennsylvania,Brookline Cottages,Independent Living Facility,"RD #1, Box 463",Mifflintown,Juniata,17059
Pennsylvania,Brookline Manor,Skilled Nursing Facility,"RD #1, Box 463",Mifflintown,Juniata,17059
Pennsylvania,Brookline Village,Assisted Living Facility,"RD #1, Box 463",Mifflintown,Juniata,17059
Pennsylvania,Broomall Manor,Skilled Nursing Facility,43 Church Lane,Broomall,Delaware,19008
Pennsylvania,Bryn Mawr,Skilled Nursing Facility,956 Railroad Avenue,Bryn Mawr,Delaware,19010
Pennsylvania,Collegeville,Assisted Living Facility,1421 South Collegeville Road,Collegeville,Montgomery,19426
Pennsylvania,Cottages at Locust Grove,Independent Living Facility,69 Cottage Road,Mifflin,Juniata,17058
Pennsylvania,Darway Elder Care & Rehab Center,Skilled Nursing Facility,5865 PA Route 154,Forksville,Sullivan,18616
Pennsylvania,Dunmore,Skilled Nursing Facility,1000 Mill Street,Dunmore,Lackawanna,18512
Pennsylvania,Edison Manor,Skilled Nursing Facility,222 West Edison Avenue,New Castle,Lawrence,16101
Pennsylvania,Exton,Assisted Living Facility,200 Sunrise Boulevard,Exton,Chester,19341
Pennsylvania,Gettysburg,Skilled Nursing Facility,595 Biglerville Road,Gettysburg,Adams,17325
Pennsylvania,Grayson View,Assisted Living Facility,29 Grayson View Court,Selinsgrove,Snyder,17870
Pennsylvania,Highlands Care Center,Skilled Nursing Facility,"P.O. Box 10, Main Street",Laporte,Sullivan,18626
Pennsylvania,Julia Ribaudo,Skilled Nursing Facility,1404 Golf Park Drive,Lake Ariel,Wayne,18436
Pennsylvania,Luther Ridge at Seiders Hill,Assisted Living Facility,160 Red Horse Road,Pottsville,Schuykill,17901
Pennsylvania,Manor at Penn Village,Skilled Nursing Facility,51 Route 204,Selinsgrove,Snyder,17870
Pennsylvania,Manor at St. Luke Village,Skilled Nursing Facility,1711 East Broad Street,Hazleton,Luzerne,18201
Pennsylvania,Milford Convalescent Home,Skilled Nursing Facility,264 Route 6 & 209,Milford,Pike,18337
Pennsylvania,Pavilion at St. Luke Village,Skilled Nursing Facility,1000 Stacie Drive,Hazleton,Luzerne,18201
Pennsylvania,Pennknoll Village,Skilled Nursing Facility,208 Pennknoll Road,Everett,Bedford,15537
Pennsylvania,Pennsfield Apartments,Independent Living Facility,51 Route 204,Selinsgrove,Snyder,17870
Pennsylvania,Richfield Senior Living,Skilled Nursing Facility,"631 Main St, PO Box 248",Richfield,Juniata,17086
Pennsylvania,Riverside Nursing & Rehab,Skilled Nursing Facility,500 West Hospital Street,Taylor,Lackawanna,18517
Pennsylvania,Rolling Hills Manor,Skilled Nursing Facility,17350 Old Turnpike Road,Millmont,Union,17845
Pennsylvania,Scenery Hill Manor,Skilled Nursing Facility,680 Lions Health Camp Road,Indiana,Indiana,15701
Pennsylvania,Silver Lake,Skilled Nursing Facility,905 Tower Road,Bristol,Bucks,19007
Pennsylvania,Sunset Ridge (Bloomsburg),Skilled Nursing Facility,3298 Ridge Road,Bloomsburg,Columbia,17815
Pennsylvania,Symphony Square,Assisted Living Facility,35 Old Lancaster Road,Bala Cynwyd,Montgomery,19004
Pennsylvania,Towamencin,Assisted Living Facility,900 Towamencin Avenue,Lansdale,Montgomery,19446
Pennsylvania,Twin Pines (fka Chatham Acres),Skilled Nursing Facility,315 East London Grove Road,Chatham,Chester,19390
Pennsylvania,Wexford House,Skilled Nursing Facility,9850 Old Perry Highway,Wexford,Allegheny,15090
Pennsylvania,Locust Grove I,Skilled Nursing Facility,69 Cottage Road,Mifflin,Juniata,17058
Rhode Island,Coventry,Skilled Nursing Facility,10 Woodland Drive,Coventry,Kent,02816
Rhode Island,Greenville,Skilled Nursing Facility,735 (745 per Tax Assessor) Putnam Pike,Greenville,Providence,02828
Rhode Island,Warren,Skilled Nursing Facility,642 Metacom Avenue,Warren,Bristol,02885
Scotland,Bearehill,Assisted Living Facility,24 Castle Street,Brechin,Brechin,DD9 6JU
Scotland,Buchanan Campus,Assisted Living Facility,1 Grampian Way,Glasgow,Bearsden,G61 4SP
Scotland,Craighead,Assisted Living Facility,To be determined,Newport-on-Tay,Norwood,DD6 8DW
Scotland,Dounemount,Assisted Living Facility,Gellymill Street,Macduff,Banff,AB45 3QL
Scotland,Earlsferry House,Assisted Living Facility,Williamsburgh,Leven,Elie,KY9 1BA
Scotland,Garioch Care Home,Assisted Living Facility,Commercial Road,Inverurie,Aberdeenshire,AB51 3TX
Scotland,Gowrie House,Assisted Living Facility,West Albert Road,Kirkcaldy,Kirkcaldy,KY1 1DL
Scotland,Hallhouse,Assisted Living Facility,21 Main Road,Kilmamock,Fenwick,KA3 6AH
Scotland,Havencourt,Assisted Living Facility,Woodcot Gardens,Stonehaven,Forest Road,AB39 2ZH
Scotland,Henderson House,Assisted Living Facility,2 Link Road,Dunfermline,Dalgety Bay,KY11 9GW
Scotland,Laurels,Assisted Living Facility,Station Road,Aberdeen,Woodside,AB24 2UL
Scotland,Mayfield West,Assisted Living Facility,31 Queen's Road,Edinburgh,Aberdeen,AB15 4ZN
Scotland,Meadowvale,Assisted Living Facility,1 Bridgend Court,Bathgate,Bathgate,EH48 2BF
Scotland,Annfield Nursing Home,Assisted Living Facility,58 Annfield Gardens,Stirling,Stirlingshire,FK8 2BJ
Scotland,Castle View,Assisted Living Facility,Glasgow Rd/Castlegreen St,Dunbarton,W. Dunbartonshire,G82 1JU
Scotland,Finavon Court,Assisted Living Facility,5 Carseburn Rd,"5 Carseburn Rd, Forfar, DD8 3HW",Angus,DD8 3HW
Scotland,Forth Bank,Assisted Living Facility,Drip Road,Kildean,Stirling,FK8 1RR
Scotland,Greenfield Park,Assisted Living Facility,291 Myreside St,Glasgow,Lancashire,G32 6BX
Scotland,Kyle Court,Assisted Living Facility,23 Lochore Ave,Paisley,Renfrewshire,PA3 4BY
Scotland,Linlithgow Nursing Home,Assisted Living Facility,45 St Ninian's Rd,Linlithgow,West Lothian,EH49 7BW
Scotland,Mavis Bank,Assisted Living Facility,Lennox Crescent,Bishopsbriggs,East Dunbartonshire,G64 1XE
Scotland,Murrayfield House Nursing Home,Assisted Living Facility,66 Murrayfield Ave,Edinburgh,Midlothian,EH12 6AY
Scotland,Springfield Bank,Assisted Living Facility,Cockpen Crescent,"Bonnyrigg, Midlothian",Midlothian,EH19 3PN
Scotland,Ailsa Lodge,Assisted Living Facility,21 Erskine Ferry Rd,Bishopton,Renfrewshire,PA7 5PP
Scotland,Ardenlee,Assisted Living Facility,72 Bullwood Rd,Dunoon,Argyllshire,PA23 7QJ
Scotland,Ashgrove,Assisted Living Facility,229 Alexandra Parade,Dunoon,Argyllshire,PA23 8HD
Scotland,Burnfoot,Assisted Living Facility,Ayr Road,Patna,Ayrshire,KA6 7LP
Scotland,Cathay,Assisted Living Facility,St. Leonards Road,Forres,Morayshire,IV36 2RE
Scotland,Crosslaw House,Assisted Living Facility,Home Street,Lanark,Lanarkshire,ML11 9AZ
Scotland,Doonbank,Assisted Living Facility,Ayr Road,Patna,Ayrshire,KA6 7JW
Scotland,Fleet Valley,Assisted Living Facility,43 Fleet Street,Castle Douglas,Kirkcudbrightshire,DG7 2JT
Scotland,Glebe House,Assisted Living Facility,Armour Wynd,Dalmellington,Ayrshire,KA6 7PS
Scotland,Hutton Park,Assisted Living Facility,60 Greenock Road,Largs,Ayrshire,KA30 8PD
Scotland,Marchmont,Assisted Living Facility,1 Alderwood Road,Port Glasgow,Renfrewshire,PA14 5LE
Scotland,Struan Lodge,Assisted Living Facility,54 Balgreen Avenue,Edinburgh,Midlothian,EH12 5SU
Scotland,Windyhall,Assisted Living Facility,3 Southpark Road,Ayr,Ayrshire,KA7 2TL
